"comment_code","name","category","kana","valid_from","valid_to","change_type","raw_record"
"600147","常勤の管理栄養士の免許証番号（ウゴービ皮下注０．２５ｍｇ　ＳＤ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTQ3IiwiMzQiLCLluLjli6Tjga7nrqHnkIbmoITppIrlo6vjga7lhY3oqLHoqLznlarlj7fvvIjjgqbjgrTjg7zjg5Pnmq7kuIvms6jvvJDvvI7vvJLvvJXvvY3vvYfjgIDvvLPvvKTnrYnvvInvvJsiLCIyMCIsIu+9vO++nu+9ru+9s++9t+++ne++ie+9tu++ne++mO+9tO+9su++lu+9s++9vO++ie++ku++ne+9t++9riIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE0NyIsIjY1NDgwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600148","合併している高血圧、脂質異常症又は２型糖尿病に対して投与中の医薬品名（ウゴービ皮下注０．２５ｍｇ　ＳＤ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTQ4IiwiNTQiLCLlkIjkvbXjgZfjgabjgYTjgovpq5jooYDlnKfjgIHohILos6rnlbDluLjnl4flj4jjga/vvJLlnovns5blsL/nl4Xjgavlr77jgZfjgabmipXkuI7kuK3jga7ljLvolqzlk4HlkI3vvIjjgqbjgrTjg7zjg5Pnmq7kuIvms6jvvJDvvI7vvJLvvJXvvY3vvYfjgIDvvLPvvKTnrYnvvInvvJsiLCIyMCIsIu+9tu++nu+9r+++je++n++9su+9vO++g++9su++me+9uu+9s++9ue++gu+9se++gu+9pO+9vO+9vO++giIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE0OCIsIjY1NzIwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600149","改善傾向が認められた旨（ウゴービ皮下注０．２５ｍｇ　ＳＤ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTQ5IiwiMzEiLCLmlLnlloTlgr7lkJHjgYzoqo3jgoHjgonjgozjgZ/ml6jvvIjjgqbjgrTjg7zjg5Pnmq7kuIvms6jvvJDvvI7vvJLvvJXvvY3vvYfjgIDvvLPvvKTnrYnvvInvvJsiLCIxOSIsIu+9tu+9su+9vu++nu++ne+9ue+9su+9uu+9s++9tu++nu++kO++hO++ku++l+++mu++gO++ke++iCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE0OSIsIjY1ODQwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600150","やむを得ず本製剤の投与を再開するその理由（ウゴービ皮下注０．２５ｍｇ　ＳＤ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTUwIiwiNDAiLCLjgoTjgoDjgpLlvpfjgZrmnKzoo73liaTjga7mipXkuI7jgpLlho3plovjgZnjgovjgZ3jga7nkIbnlLHvvIjjgqbjgrTjg7zjg5Pnmq7kuIvms6jvvJDvvI7vvJLvvJXvvY3vvYfjgIDvvLPvvKTnrYnvvInvvJsiLCIyMCIsIu++lO++ke+9pu+9tO+9ve++nu++ju++ne+9vu+9su+9u+++nu+9su++ie++hO+9s+++lu+9pu+9u++9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE1MCIsIjY1ODcwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600151","治療として使用していた薬剤の品名（エムパベリ皮下注１０８０ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTUxIiwiMzMiLCLmsrvnmYLjgajjgZfjgabkvb/nlKjjgZfjgabjgYTjgZ/olqzliaTjga7lk4HlkI3vvIjjgqjjg6Djg5Hjg5njg6rnmq7kuIvms6jvvJHvvJDvvJjvvJDvvY3vvYfvvInvvJsiLCIyMCIsIu++ge++mO+9ru+9s+++hO+9vO++g++9vO++lu+9s++9vO++g++9su++gO++lO+9uO+9u+++nu+9su++iSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE1MSIsIjY1OTUwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600152","治療として使用していた使用期間（エムパベリ皮下注１０８０ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTUyIiwiMzIiLCLmsrvnmYLjgajjgZfjgabkvb/nlKjjgZfjgabjgYTjgZ/kvb/nlKjmnJ/plpPvvIjjgqjjg6Djg5Hjg5njg6rnmq7kuIvms6jvvJHvvJDvvJjvvJDvvY3vvYfvvInvvJsiLCIyMCIsIu++ge++mO+9ru+9s+++hO+9vO++g++9vO++lu+9s++9vO++g++9su++gO+9vO++lu+9s++9t++9tu++nSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE1MiIsIjY1OTYwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600153","頭部全体に占める脱毛部位の割合（オルミエント錠２ｍｇ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTUzIiwiMjkiLCLpoK3pg6jlhajkvZPjgavljaDjgoHjgovohLHmr5vpg6jkvY3jga7libLlkIjvvIjjgqrjg6vjg5/jgqjjg7Pjg4jpjKDvvJLvvY3vvYfnrYnvvInvvJsiLCIyMCIsIu++hO+9s+++jO++nu+9vu++nu++ne++gO+9su++hu+9vO++ku++me++gO++nu++gu++k++9s+++jO++niIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE1MyIsIjY2MDIwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600154","毛髪の自然再生が認められていない期間（オルミエント錠２ｍｇ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTU0IiwiMzIiLCLmr5vpq6rjga7oh6rnhLblho3nlJ/jgYzoqo3jgoHjgonjgozjgabjgYTjgarjgYTmnJ/plpPvvIjjgqrjg6vjg5/jgqjjg7Pjg4jpjKDvvJLvvY3vvYfnrYnvvInvvJsiLCIyMCIsIu++k++9s+++iu++gu++ie+9vO+9vu++nu++ne+9u++9su+9vu+9su+9tu++nu++kO++hO++ku++l+++miIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE1NCIsIjY2MDMwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600155","直接作用型第Ｘａ因子阻害剤の種類（オンデキサ静注用２００ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTU1IiwiMzIiLCLnm7TmjqXkvZznlKjlnovnrKzvvLjvvYHlm6DlrZDpmLvlrrPliaTjga7nqK7poZ7vvIjjgqrjg7Pjg4fjgq3jgrXpnZnms6jnlKjvvJLvvJDvvJDvvY3vvYfvvInvvJsiLCIyMCIsIu++ge+9ru+9uO+9vu++gu+9u+++lu+9s++9tu++nu++gO++gO++nu+9slhh772y776d7728772/IiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODMwNjAwMTU1IiwiNjYwNDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600156","最終投与時の１回投与量（オンデキサ静注用２００ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTU2IiwiMjciLCLmnIDntYLmipXkuI7mmYLjga7vvJHlm57mipXkuI7ph4/vvIjjgqrjg7Pjg4fjgq3jgrXpnZnms6jnlKjvvJLvvJDvvJDvvY3vvYfvvInvvJsiLCIyMCIsIu+9u++9su+9vO+9re+9s+++hO+9s+++lu+9vO++nu++iTHvvbbvvbLvvoTvvbPvvpbvvpjvva7vvbMiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMSIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI4MzA2MDAxNTYiLCI2NjA1MDAwMCIsIiIsIiIsIiIsIiIsIiIsIiI="
"600157","最終投与からの経過時間（オンデキサ静注用２００ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTU3IiwiMjciLCLmnIDntYLmipXkuI7jgYvjgonjga7ntYzpgY7mmYLplpPvvIjjgqrjg7Pjg4fjgq3jgrXpnZnms6jnlKjvvJLvvJDvvJDvvY3vvYfvvInvvJsiLCIxOCIsIu+9u++9su+9vO+9re+9s+++hO+9s+++lu+9tu++l+++ie+9ue+9su+9tu+9vO++nu+9tu++nSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE1NyIsIjY2MDYwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600158","投与が必要と判断した理由（オンデキサ静注用２００ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTU4IiwiMjgiLCLmipXkuI7jgYzlv4XopoHjgajliKTmlq3jgZfjgZ/nkIbnlLHvvIjjgqrjg7Pjg4fjgq3jgrXpnZnms6jnlKjvvJLvvJDvvJDvvY3vvYfvvInvvJsiLCIyMCIsIu++hO+9s+++lu+9tu++nu++i+++gu++lu+9s+++hO++iu++ne++gO++nu++ne+9vO++gO++mO++le+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE1OCIsIjY2MDcwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600159","適応患者であると判断した理由（ジャディアンス錠１０ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTU5IiwiMjkiLCLpganlv5zmgqPogIXjgafjgYLjgovjgajliKTmlq3jgZfjgZ/nkIbnlLHvvIjjgrjjg6Pjg4fjgqPjgqLjg7PjgrnpjKDvvJHvvJDvvY3vvYfvvInvvJsiLCIyMCIsIu++g++9t++9te+9s++9tu++ne+9vO++nu+9rO++g+++nu+9se++me++hO++iu++ne++gO++nu++ne+9vCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE1OSIsIjY2MTQwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600160","判断に用いた指標の値等（ｅＧＦＲの値を含む。）（ジャディアンス錠１０ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTYwIiwiMzgiLCLliKTmlq3jgavnlKjjgYTjgZ/mjIfmqJnjga7lgKTnrYnvvIjvvYXvvKfvvKbvvLLjga7lgKTjgpLlkKvjgoDjgILvvInvvIjjgrjjg6Pjg4fjgqPjgqLjg7PjgrnpjKDvvJHvvJDvvY3vvYfvvInvvJsiLCIyMCIsIu++iu++ne++gO++nu++ne++hu++k+++ge+9su++gO+9vO++i++9ru+9s+++ie+9se++gO+9su++hO+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE2MCIsIjY2MTUwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600161","薬剤耐性が認められた抗ＨＩＶ薬の品名（シュンレンカ錠３００ｍｇ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTYxIiwiMzQiLCLolqzliaTogJDmgKfjgYzoqo3jgoHjgonjgozjgZ/mipfvvKjvvKnvvLbolqzjga7lk4HlkI3vvIjjgrfjg6Xjg7Pjg6zjg7PjgqvpjKDvvJPvvJDvvJDvvY3vvYfnrYnvvInvvJsiLCIyMCIsIu++lO+9uO+9u+++nu+9su++gO+9su+9vu+9su+9tu++nu++kO++hO++ku++l+++mu++gO+9uu+9s0giLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMSIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI4MzA2MDAxNjEiLCI2NjE3MDAwMCIsIiIsIiIsIiIsIiIsIiIsIiI="
"600162","ＰＤ－Ｌ１発現率を確認した検査結果（発現率）（テセントリク点滴静注）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTYyIiwiMzUiLCLvvLDvvKTvvI3vvKzvvJHnmbrnj77njofjgpLnorroqo3jgZfjgZ/mpJzmn7vntZDmnpzvvIjnmbrnj77njofvvInvvIjjg4bjgrvjg7Pjg4jjg6rjgq/ngrnmu7TpnZnms6jvvInvvJsiLCIyMCIsIlBELUwx776K776C7725776e776d776Y776C772m77227724776G776d7728776A7725IiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODMwNjAwMTYyIiwiNjYzMTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600163","既存治療として使用していた薬剤の品名（デュピクセント皮下注）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTYzIiwiMzEiLCLml6LlrZjmsrvnmYLjgajjgZfjgabkvb/nlKjjgZfjgabjgYTjgZ/olqzliaTjga7lk4HlkI3vvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvInvvJsiLCIyMCIsIu+9t++9v+++nu++ne++ge++mO+9ru+9s+++hO+9vO++g++9vO++lu+9s++9vO++g++9su++gO++lO+9uCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE2MyIsIjY2MzMwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600164","既存治療として使用していた薬剤の使用期間（デュピクセント皮下注）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTY0IiwiMzMiLCLml6LlrZjmsrvnmYLjgajjgZfjgabkvb/nlKjjgZfjgabjgYTjgZ/olqzliaTjga7kvb/nlKjmnJ/plpPvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvInvvJsiLCIyMCIsIu+9t++9v+++nu++ne++ge++mO+9ru+9s+++hO+9vO++g++9vO++lu+9s++9vO++g++9su++gO++lO+9uCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE2NCIsIjY2MzQwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600165","既存治療として薬剤を使用していない理由（デュピクセント皮下注）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTY1IiwiMzIiLCLml6LlrZjmsrvnmYLjgajjgZfjgabolqzliaTjgpLkvb/nlKjjgZfjgabjgYTjgarjgYTnkIbnlLHvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvInvvJsiLCIyMCIsIu+9t++9v+++nu++ne++ge++mO+9ru+9s+++hO+9vO++g+++lO+9uO+9u+++nu+9su+9pu+9vO++lu+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE2NSIsIjY2MzUwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600166","投与開始時の痒疹結節数（デュピクセント皮下注）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTY2IiwiMjQiLCLmipXkuI7plovlp4vmmYLjga7nl5LnlrnntZDnr4DmlbDvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvInvvJsiLCIxOSIsIu++hO+9s+++lu+9tu+9su+9vO+9vO++nu++ie++lu+9s++9vO++ne+9ue+9r++9vu++gu+9ve+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE2NiIsIjY2MzYwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600167","投与開始時の病変部位（デュピクセント皮下注）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTY3IiwiMjMiLCLmipXkuI7plovlp4vmmYLjga7nl4XlpInpg6jkvY3vvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvInvvJsiLCIxOCIsIu++hO+9s+++lu+9tu+9su+9vO+9vO++nu++ie++i+++nu+9ru+9s+++je++ne++jO++nu+9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE2NyIsIjY2MzcwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600168","観血的手技の名称（ドプテレット錠２０ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTY4IiwiMjIiLCLoprPooYDnmoTmiYvmioDjga7lkI3np7DvvIjjg4njg5fjg4bjg6zjg4Pjg4jpjKDvvJLvvJDvvY3vvYfvvInvvJsiLCIxNiIsIu+9tu++ne+9ue++gu++g++9t++9vO+9re+9t+++nu++ie++ku+9su+9vO+9ru+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE2OCIsIjY2MzkwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600169","投与医要件イに該当する理由（バイアグラ錠２５ｍｇ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTY5IiwiMjciLCLmipXkuI7ljLvopoHku7bjgqTjgavoqbLlvZPjgZnjgovnkIbnlLHvvIjjg5DjgqTjgqLjgrDjg6npjKDvvJLvvJXvvY3vvYfnrYnvvInvvJsiLCIyMCIsIu++hO+9s+++lu+9su++lu+9s++9ue++ne+9su++hu+9tu++nu+9su++hO+9s++9ve++me++mO++le+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE2OSIsIjY2NDcwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600170","一般不妊治療管理料又は生殖補助医療管理料の管理料に係る医学的管理を行っている保険医療機関名（バイアグラ錠２５ｍｇ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTcwIiwiNTkiLCLkuIDoiKzkuI3lpormsrvnmYLnrqHnkIbmlpnlj4jjga/nlJ/mrpboo5zliqnljLvnmYLnrqHnkIbmlpnjga7nrqHnkIbmlpnjgavkv4LjgovljLvlrabnmoTnrqHnkIbjgpLooYzjgaPjgabjgYTjgovkv53pmbrljLvnmYLmqZ/plqLlkI3vvIjjg5DjgqTjgqLjgrDjg6npjKDvvJLvvJXvvY3vvYfnrYnvvInvvJsiLCIyMCIsIu+9su+9r+++iu++n+++ne++jO++hu++ne++ge++mO+9ru+9s++9tu++ne++mO++mO+9ru+9s+++j+++gCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE3MCIsIjY2NTAwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600171","６か月を超えて投与を継続する必要と判断した理由（バイアグラ錠２５ｍｇ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTcxIiwiMzciLCLvvJbjgYvmnIjjgpLotoXjgYjjgabmipXkuI7jgpLntpnntprjgZnjgovlv4XopoHjgajliKTmlq3jgZfjgZ/nkIbnlLHvvIjjg5DjgqTjgqLjgrDjg6npjKDvvJLvvJXvvY3vvYfnrYnvvInvvJsiLCIyMCIsIjbvvbbvvbnvvp7vvoLvvabvvbrvvbTvvoPvvoTvvbPvvpbvvabvvbnvvbLvvb/vvp7vvbjvvb3vvpkiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMSIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI4MzA2MDAxNzEiLCI2NjUyMDAwMCIsIiIsIiIsIiIsIiIsIiIsIiI="
"600172","ステロイド外用薬（ストロングクラス以上）又はカルシニューリン阻害外用薬を行った治療期間（ミチーガ皮下注用６０ｍｇシリンジ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTcyIiwiNjIiLCLjgrnjg4bjg63jgqTjg4nlpJbnlKjolqzvvIjjgrnjg4jjg63jg7PjgrDjgq/jg6njgrnku6XkuIrvvInlj4jjga/jgqvjg6vjgrfjg4vjg6Xjg7zjg6rjg7PpmLvlrrPlpJbnlKjolqzjgpLooYzjgaPjgZ/msrvnmYLmnJ/plpPvvIjjg5/jg4Hjg7zjgqznmq7kuIvms6jnlKjvvJbvvJDvvY3vvYfjgrfjg6rjg7PjgrjvvInvvJsiLCIyMCIsIu+9ve++g+++m++9su++hO++nu+9tu++nu+9su++lu+9s+++lO+9uO++j+++gO++iu+9tu++me+9vO++hiIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE3MiIsIjY2NjEwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600173","４週間未満又は行っていない場合はその理由（ミチーガ皮下注用６０ｍｇシリンジ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTczIiwiMzkiLCLvvJTpgLHplpPmnKrmuoDlj4jjga/ooYzjgaPjgabjgYTjgarjgYTloLTlkIjjga/jgZ3jga7nkIbnlLHvvIjjg5/jg4Hjg7zjgqznmq7kuIvms6jnlKjvvJbvvJDvvY3vvYfjgrfjg6rjg7PjgrjvvInvvJsiLCIyMCIsIjTvvbzvva3vvbPvvbbvvp3vvpDvvo/vvp3vvo/vvoDvvorvvbXvvbrvvoXvva/vvoPvvbLvvoXvvbIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMSIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI4MzA2MDAxNzMiLCI2NjYyMDAwMCIsIiIsIiIsIiIsIiIsIiIsIiI="
"600174","抗ヒスタミン薬又は抗アレルギー薬による内服治療を行った治療期間（ミチーガ皮下注用６０ｍｇシリンジ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTc0IiwiNTAiLCLmipfjg5Ljgrnjgr/jg5/jg7Polqzlj4jjga/mipfjgqLjg6zjg6vjgq7jg7zolqzjgavjgojjgovlhoXmnI3msrvnmYLjgpLooYzjgaPjgZ/msrvnmYLmnJ/plpPvvIjjg5/jg4Hjg7zjgqznmq7kuIvms6jnlKjvvJbvvJDvvY3vvYfjgrfjg6rjg7PjgrjvvInvvJsiLCIyMCIsIu+9uu+9s+++i++9ve++gO++kO++ne++lO+9uO++j+++gO++iu+9uu+9s++9se++mu++me+9t+++nu+9sCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE3NCIsIjY2NjMwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600175","２週間未満又は行っていない場合はその理由（ミチーガ皮下注用６０ｍｇシリンジ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTc1IiwiMzkiLCLvvJLpgLHplpPmnKrmuoDlj4jjga/ooYzjgaPjgabjgYTjgarjgYTloLTlkIjjga/jgZ3jga7nkIbnlLHvvIjjg5/jg4Hjg7zjgqznmq7kuIvms6jnlKjvvJbvvJDvvY3vvYfjgrfjg6rjg7PjgrjvvInvvJsiLCIyMCIsIjLvvbzvva3vvbPvvbbvvp3vvpDvvo/vvp3vvo/vvoDvvorvvbXvvbrvvoXvva/vvoPvvbLvvoXvvbIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMSIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI4MzA2MDAxNzUiLCI2NjY0MDAwMCIsIiIsIiIsIiIsIiIsIiIsIiI="
"600176","投与が必要と判断した理由（モノヴァー静注５００ｍｇ等）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTc2IiwiMjgiLCLmipXkuI7jgYzlv4XopoHjgajliKTmlq3jgZfjgZ/nkIbnlLHvvIjjg6Ljg47jg7TjgqHjg7zpnZnms6jvvJXvvJDvvJDvvY3vvYfnrYnvvInvvJsiLCIyMCIsIu++hO+9s+++lu+9tu++nu++i+++gu++lu+9s+++hO++iu++ne++gO++nu++ne+9vO++gO++mO++le+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE3NiIsIjY2OTEwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600177","頭部全体に占める脱毛部位の割合（リットフーロカプセル５０ｍｇ）；","0","0","0","0","0","IjAiLCJDIiwiOCIsIjMwIiwiNjAwMTc3IiwiMzIiLCLpoK3pg6jlhajkvZPjgavljaDjgoHjgovohLHmr5vpg6jkvY3jga7libLlkIjvvIjjg6rjg4Pjg4jjg5Xjg7zjg63jgqvjg5fjgrvjg6vvvJXvvJDvvY3vvYfvvInvvJsiLCIyMCIsIu++hO+9s+++jO++nu+9vu++nu++ne++gO+9su++hu+9vO++ku++me++gO++nu++gu++k++9s+++jO++niIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgzMDYwMDE3NyIsIjY2OTMwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
