"drug_code","name","kana","unit","price","form","manufacturer","valid_from"
"629927601","18","ソグルーヤ皮下注１５ｍｇ　１．５ｍＬ","51","3","ｿｸﾞﾙｰﾔﾋｶﾁｭｳ15MG","キット","Y"
"629927701","21","メグルダーゼ静注用１０００　１，０００単位","19","1","ﾒｸﾞﾙﾀﾞｰｾﾞｼﾞｮｳﾁｭｳﾖｳ10","瓶","Y"
"629927801","16","ヒフデュラ配合皮下注　５．６ｍＬ","19","1","ﾋﾌﾃﾞｭﾗﾊｲｺﾞｳﾋｶﾁｭｳ","瓶","Y"
"629928201","13","レブロジル皮下注用２５ｍｇ","19","1","ﾚﾌﾞﾛｼﾞﾙﾋｶﾁｭｳﾖｳ25MG","瓶","Y"
"629928301","13","レブロジル皮下注用７５ｍｇ","19","1","ﾚﾌﾞﾛｼﾞﾙﾋｶﾁｭｳﾖｳ75MG","瓶","Y"
"629928401","32","アイリーア８ｍｇ硝子体内注射液１１４．３ｍｇ／ｍＬ　０．０７ｍＬ","19","1","ｱｲﾘｰｱ8MGｼｮｳｼﾀｲﾅｲﾁｭｳｼ","瓶","Y"
"629928501","15","ピアスカイ注３４０ｍｇ　２ｍＬ","19","1","ﾋﾟｱｽｶｲﾁｭｳ340MG","瓶","Y"
"629928601","28","イブグリース皮下注２５０ｍｇオートインジェクター　２ｍＬ","51","3","ｲﾌﾞｸﾞﾘｰｽﾋｶﾁｭｳ250MGｵｰ","キット","Y"
"629928701","22","イブグリース皮下注２５０ｍｇシリンジ　２ｍＬ","47","1","ｲﾌﾞｸﾞﾘｰｽﾋｶﾁｭｳ250MGｼﾘ","筒","Y"
"629928801","18","ゾレア皮下注７５ｍｇペン　０．５ｍＬ","51","3","ｿﾞﾚｱﾋｶﾁｭｳ75MGﾍﾟﾝ","キット","Y"
"629928901","17","ゾレア皮下注１５０ｍｇペン　１ｍＬ","51","3","ｿﾞﾚｱﾋｶﾁｭｳ150MGﾍﾟﾝ","キット","Y"
"629929001","17","ゾレア皮下注３００ｍｇペン　２ｍＬ","51","3","ｿﾞﾚｱﾋｶﾁｭｳ300MGﾍﾟﾝ","キット","Y"
"629929101","21","エヴキーザ点滴静注液３４５ｍｇ　２．３ｍＬ","19","1","ｴｳﾞｷｰｻﾞﾃﾝﾃｷｼﾞｮｳﾁｭｳｴｷ","瓶","Y"
"629929201","19","エルレフィオ皮下注４４ｍｇ　１．１ｍＬ","19","1","ｴﾙﾚﾌｨｵﾋｶﾁｭｳ44MG","瓶","Y"
"629929301","19","エルレフィオ皮下注７６ｍｇ　１．９ｍＬ","19","1","ｴﾙﾚﾌｨｵﾋｶﾁｭｳ76MG","瓶","Y"
"629929401","23","ベイフォータス筋注５０ｍｇシリンジ　０．５ｍＬ","47","1","ﾍﾞｲﾌｫｰﾀｽｷﾝﾁｭｳ50MGｼﾘﾝ","筒","Y"
"629929501","22","ベイフォータス筋注１００ｍｇシリンジ　１ｍＬ","47","1","ﾍﾞｲﾌｫｰﾀｽｷﾝﾁｭｳ100MGｼﾘ","筒","Y"
"629929601","27","アジンマ静注用１５００　１，５００国際単位（溶解液付）","19","1","ｱｼﾞﾝﾏｼﾞｮｳﾁｭｳﾖｳ1500","瓶","Y"
"629929701","22","オビザー静注用５００　５００単位（溶解液付）","19","1","ｵﾋﾞｻﾞｰｼﾞｮｳﾁｭｳﾖｳ500","瓶","Y"
"629929801","16","ミチーガ皮下注用３０ｍｇバイアル","19","1","ﾐﾁｰｶﾞﾋｶﾁｭｳﾖｳ30MGﾊﾞｲｱ","瓶","Y"
"629929901","14","サルグマリン吸入用２５０μｇ","19","1","ｻﾙｸﾞﾏﾘﾝｷｭｳﾆｭｳﾖｳ250ﾏｲ","瓶","Y"
"629930001","32","フォリスチム注３００ＩＵカートリッジ　３００国際単位０．３６ｍＬ","47","1","ﾌｫﾘｽﾁﾑﾁｭｳ300IUｶｰﾄﾘｯｼ","筒","Y"
"629930101","32","フォリスチム注６００ＩＵカートリッジ　６００国際単位０．７２ｍＬ","47","1","ﾌｫﾘｽﾁﾑﾁｭｳ600IUｶｰﾄﾘｯｼ","筒","Y"
"629930201","32","フォリスチム注９００ＩＵカートリッジ　９００国際単位１．０８ｍＬ","47","1","ﾌｫﾘｽﾁﾑﾁｭｳ900IUｶｰﾄﾘｯｼ","筒","Y"
"629930301","26","スキリージ皮下注１８０ｍｇオートドーザー　１．２ｍＬ","51","3","ｽｷﾘｰｼﾞﾋｶﾁｭｳ180MGｵｰﾄﾄ","キット","Y"
"629930401","13","ビロイ点滴静注用１００ｍｇ","19","1","ﾋﾞﾛｲﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ100","瓶","Y"
"629930501","29","ウステキヌマブＢＳ皮下注４５ｍｇシリンジ「Ｆ」　０．５ｍＬ","47","1","ｳｽﾃｷﾇﾏﾌﾞBSﾋｶﾁｭｳ45MGｼ","筒","Y"
"629930601","20","アドトラーザ皮下注３００ｍｇペン　２ｍＬ","51","3","ｱﾄﾞﾄﾗｰｻﾞﾋｶﾁｭｳ300MGﾍﾟ","キット","Y"
"629930901","23","メトレレプチン皮下注用１１．２５ｍｇ「キエジ」","19","1","ﾒﾄﾚﾚﾌﾟﾁﾝﾋｶﾁｭｳﾖｳ11.25","瓶","Y"
"629931001","19","ヘムライブラ皮下注１２ｍｇ　０．４ｍＬ","19","1","ﾍﾑﾗｲﾌﾞﾗﾋｶﾁｭｳ12MG","瓶","Y"
"629931101","20","ライブリバント点滴静注３５０ｍｇ　７ｍＬ","19","1","ﾗｲﾌﾞﾘﾊﾞﾝﾄﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"629931201","15","テッペーザ点滴静注用５００ｍｇ","19","1","ﾃｯﾍﾟｰｻﾞﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ","瓶","Y"
"629931301","15","トロデルビ点滴静注用２００ｍｇ","19","1","ﾄﾛﾃﾞﾙﾋﾞﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ","瓶","Y"
"629931401","19","ケサンラ点滴静注液３５０ｍｇ　２０ｍＬ","19","1","ｹｻﾝﾗﾃﾝﾃｷｼﾞｮｳﾁｭｳｴｷ350","瓶","Y"
"629931701","18","ファセンラ皮下注３０ｍｇペン　１ｍＬ","51","3","ﾌｧｾﾝﾗﾋｶﾁｭｳ30MGﾍﾟﾝ","キット","Y"
"629931801","29","ビンゼレックス皮下注３２０ｍｇオートインジェクター　２ｍＬ","51","3","ﾋﾞﾝｾﾞﾚｯｸｽﾋｶﾁｭｳ320MGｵ","キット","Y"
"629931901","18","リスティーゴ皮下注４２０ｍｇ　３ｍＬ","19","1","ﾘｽﾃｨｰｺﾞﾋｶﾁｭｳ420MG","瓶","Y"
"629932001","23","アウィクリ注　フレックスタッチ　総量３００単位","51","3","ｱｳｨｸﾘﾁｭｳﾌﾚｯｸｽﾀｯﾁｿｳﾘｮ","キット","Y"
"629932201","16","ルンスミオ点滴静注１ｍｇ　１ｍＬ","19","1","ﾙﾝｽﾐｵﾃﾝﾃｷｼﾞｮｳﾁｭｳ1MG","瓶","Y"
"629932301","18","ルンスミオ点滴静注３０ｍｇ　３０ｍＬ","19","1","ﾙﾝｽﾐｵﾃﾝﾃｷｼﾞｮｳﾁｭｳ30MG","瓶","Y"
"629932501","25","ハイキュービア１０％皮下注セット１０ｇ／１００ｍＬ","9","3","ﾊｲｷｭｰﾋﾞｱ10%ﾋｶﾁｭｳｾｯﾄ1","セット","Y"
"629932601","25","ハイキュービア１０％皮下注セット２０ｇ／２００ｍＬ","9","3","ﾊｲｷｭｰﾋﾞｱ10%ﾋｶﾁｭｳｾｯﾄ2","セット","Y"
"629932701","23","ハイキュービア１０％皮下注セット５ｇ／５０ｍＬ","9","3","ﾊｲｷｭｰﾋﾞｱ10%ﾋｶﾁｭｳｾｯﾄ5","セット","Y"
"629932801","30","ウステキヌマブＢＳ皮下注４５ｍｇシリンジ「ＹＤ」　０．５ｍＬ","47","1","ｳｽﾃｷﾇﾏﾌﾞBSﾋｶﾁｭｳ45MGｼ","筒","Y"
"629932901","23","イムデトラ点滴静注用１ｍｇ　（輸液安定化液付）","19","1","ｲﾑﾃﾞﾄﾗﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ1","瓶","Y"
"629933001","24","イムデトラ点滴静注用１０ｍｇ　（輸液安定化液付）","19","1","ｲﾑﾃﾞﾄﾗﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ1","瓶","Y"
"629933101","19","ヒムペブジ皮下注１５０ｍｇペン　１ｍＬ","51","3","ﾋﾑﾍﾟﾌﾞｼﾞﾋｶﾁｭｳ150MGﾍﾟ","キット","Y"
"629933201","30","ウステキヌマブＢＳ皮下注４５ｍｇシリンジ「ＣＴ」　０．５ｍＬ","47","1","ｳｽﾃｷﾇﾏﾌﾞBSﾋｶﾁｭｳ45MGｼ","筒","Y"
"629933301","16","テクベイリ皮下注３０ｍｇ　３ｍＬ","19","1","ﾃｸﾍﾞｲﾘﾋｶﾁｭｳ30MG","瓶","Y"
"629933401","19","テクベイリ皮下注１５３ｍｇ　１．７ｍＬ","19","1","ﾃｸﾍﾞｲﾘﾋｶﾁｭｳ153MG","瓶","Y"
"629933501","32","バビースモ硝子体内注射キット１２０ｍｇ／ｍＬ　６ｍｇ０．０５ｍＬ","47","1","ﾊﾞﾋﾞｰｽﾓｼｮｳｼﾀｲﾅｲﾁｭｳｼｬ","筒","Y"
"629933701","21","アナエブリ皮下注２００ｍｇペン　１．２ｍＬ","51","3","ｱﾅｴﾌﾞﾘﾋｶﾁｭｳ200MGﾍﾟﾝ","キット","Y"
"629933801","16","ダトロウェイ点滴静注用１００ｍｇ","19","1","ﾀﾞﾄﾛｳｪｲﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ","瓶","Y"
"629933901","32","アイリーア８ｍｇ硝子体内注射キット１１４．３ｍｇ／ｍＬ　０．０７","47","1","ｱｲﾘｰｱ8MGｼｮｳｼﾀｲﾅｲﾁｭｳｼ","筒","Y"
"629934001","20","トレムフィア点滴静注２００ｍｇ　２０ｍＬ","19","1","ﾄﾚﾑﾌｨｱﾃﾝﾃｷｼﾞｮｳﾁｭｳ200","瓶","Y"
"629934101","22","トレムフィア皮下注２００ｍｇシリンジ　２ｍＬ","47","1","ﾄﾚﾑﾌｨｱﾋｶﾁｭｳ200MGｼﾘﾝｼ","筒","Y"
"629934201","20","トレムフィア皮下注２００ｍｇペン　２ｍＬ","51","3","ﾄﾚﾑﾌｨｱﾋｶﾁｭｳ200MGﾍﾟﾝ","キット","Y"
"629934301","24","トルリシティ皮下注１．５ｍｇアテオス　０．５ｍＬ","51","3","ﾄﾙﾘｼﾃｨﾋｶﾁｭｳ1.5MGｱﾃｵｽ","キット","Y"
"629934401","14","テブダック点滴静注用４０ｍｇ","19","1","ﾃﾌﾞﾀﾞｯｸﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ","瓶","Y"
"629934501","28","ランマークＨＩ皮下注１２０ｍｇシリンジ１．０ｍＬ　１ｍＬ","47","1","ﾗﾝﾏｰｸHIﾋｶﾁｭｳ120MGｼﾘﾝ","筒","Y"
"629934601","22","プラリアＨＩ皮下注６０ｍｇシリンジ０．５ｍＬ","47","1","ﾌﾟﾗﾘｱHIﾋｶﾁｭｳ60MGｼﾘﾝｼ","筒","Y"
"629934701","19","テビムブラ点滴静注１００ｍｇ　１０ｍＬ","19","1","ﾃﾋﾞﾑﾌﾞﾗﾃﾝﾃｷｼﾞｮｳﾁｭｳ10","瓶","Y"
"629934801","30","ウゴービ皮下注０．２５ｍｇペン　１．０ＭＤ　１ｍｇ１．５ｍＬ","51","3","ｳｺﾞｰﾋﾞﾋｶﾁｭｳ0.25MGﾍﾟﾝ","キット","Y"
"629934901","29","ウゴービ皮下注０．５ｍｇペン　２．０ＭＤ　２ｍｇ１．５ｍＬ","51","3","ｳｺﾞｰﾋﾞﾋｶﾁｭｳ0.5MGﾍﾟﾝ2","キット","Y"
"629935001","27","ウゴービ皮下注１．０ｍｇペン　４．０ＭＤ　４ｍｇ３ｍＬ","51","3","ｳｺﾞｰﾋﾞﾋｶﾁｭｳ1.0MGﾍﾟﾝ4","キット","Y"
"629935101","29","ウゴービ皮下注１．７ｍｇペン　６．８ＭＤ　６．８ｍｇ３ｍＬ","51","3","ｳｺﾞｰﾋﾞﾋｶﾁｭｳ1.7MGﾍﾟﾝ6","キット","Y"
"629935201","29","ウゴービ皮下注２．４ｍｇペン　９．６ＭＤ　９．６ｍｇ３ｍＬ","51","3","ｳｺﾞｰﾋﾞﾋｶﾁｭｳ2.4MGﾍﾟﾝ9","キット","Y"
"629935301","20","オンボー皮下注２００ｍｇシリンジ　２ｍＬ","47","1","ｵﾝﾎﾞｰﾋｶﾁｭｳ200MGｼﾘﾝｼﾞ","筒","Y"
"629935401","26","オンボー皮下注２００ｍｇオートインジェクター　２ｍＬ","51","3","ｵﾝﾎﾞｰﾋｶﾁｭｳ200MGｵｰﾄｲﾝ","キット","Y"
"629935601","13","エアウィン皮下注用４５ｍｇ","19","1","ｴｱｳｨﾝﾋｶﾁｭｳﾖｳ45MG","瓶","Y"
"629935701","13","エアウィン皮下注用６０ｍｇ","19","1","ｴｱｳｨﾝﾋｶﾁｭｳﾖｳ60MG","瓶","Y"
"629935801","16","タービー皮下注３ｍｇ　１．５ｍＬ","19","1","ﾀｰﾋﾞｰﾋｶﾁｭｳ3MG","瓶","Y"
"629935901","15","タービー皮下注４０ｍｇ　１ｍＬ","19","1","ﾀｰﾋﾞｰﾋｶﾁｭｳ40MG","瓶","Y"
"629936001","16","ポムビリティ点滴静注用１０５ｍｇ","19","1","ﾎﾟﾑﾋﾞﾘﾃｨﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖ","瓶","Y"
"629936301","13","ビロイ点滴静注用３００ｍｇ","19","1","ﾋﾞﾛｲﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ300","瓶","Y"
"629936401","19","タクザイロ皮下注３００ｍｇペン　２ｍＬ","51","3","ﾀｸｻﾞｲﾛﾋｶﾁｭｳ300MGﾍﾟﾝ","キット","Y"
"629936601","24","トシリズマブＢＳ点滴静注８０ｍｇ「ＣＴ」　４ｍＬ","19","1","ﾄｼﾘｽﾞﾏﾌﾞBSﾃﾝﾃｷｼﾞｮｳﾁｭ","瓶","Y"
"629936701","26","トシリズマブＢＳ点滴静注２００ｍｇ「ＣＴ」　１０ｍＬ","19","1","ﾄｼﾘｽﾞﾏﾌﾞBSﾃﾝﾃｷｼﾞｮｳﾁｭ","瓶","Y"
"629936801","26","トシリズマブＢＳ点滴静注４００ｍｇ「ＣＴ」　２０ｍＬ","19","1","ﾄｼﾘｽﾞﾏﾌﾞBSﾃﾝﾃｷｼﾞｮｳﾁｭ","瓶","Y"
"629937101","29","アイマービー点滴静注１２００ｍｇ　１，２００ｍｇ６．５ｍＬ","19","1","ｱｲﾏｰﾋﾞｰﾃﾝﾃｷｼﾞｮｳﾁｭｳ12","瓶","Y"
"629937201","22","アイマービー点滴静注３００ｍｇ　１．６２ｍＬ","19","1","ｱｲﾏｰﾋﾞｰﾃﾝﾃｷｼﾞｮｳﾁｭｳ30","瓶","Y"
"629937301","25","クリースビータ皮下注１０ｍｇシリンジ　０．３３ｍＬ","47","1","ｸﾘｰｽﾋﾞｰﾀﾋｶﾁｭｳ10MGｼﾘﾝ","筒","Y"
"629937401","25","クリースビータ皮下注２０ｍｇシリンジ　０．６７ｍＬ","47","1","ｸﾘｰｽﾋﾞｰﾀﾋｶﾁｭｳ20MGｼﾘﾝ","筒","Y"
"629937501","22","クリースビータ皮下注３０ｍｇシリンジ　１ｍＬ","47","1","ｸﾘｰｽﾋﾞｰﾀﾋｶﾁｭｳ30MGｼﾘﾝ","筒","Y"
"629937601","20","ルミセフ皮下注２１０ｍｇペン　１．５ｍＬ","51","3","ﾙﾐｾﾌﾋｶﾁｭｳ210MGﾍﾟﾝ","キット","Y"
"629937701","24","デュピクセント皮下注２００ｍｇペン　１．１４ｍＬ","51","3","ﾃﾞｭﾋﾟｸｾﾝﾄﾋｶﾁｭｳ200MGﾍ","キット","Y"
"629938001","31","アフリベルセプトＢＳ硝子体内注射液４０ｍｇ／ｍＬ　０．０５ｍＬ","19","1","ｱﾌﾘﾍﾞﾙｾﾌﾟﾄBSｼｮｳｼﾀｲﾅｲ","瓶","Y"
"629938101","32","アフリベルセプトＢＳ硝子体注射キット４０ｍｇ／ｍＬ　０．０５ｍＬ","47","1","ｱﾌﾘﾍﾞﾙｾﾌﾟﾄBSｼｮｳｼﾀｲﾅｲ","筒","Y"
"629938201","23","アウィクリ注　フレックスタッチ　総量７００単位","51","3","ｱｳｨｸﾘﾁｭｳﾌﾚｯｸｽﾀｯﾁｿｳﾘｮ","キット","Y"
"629938301","18","ヒフデュラ配合皮下注シリンジ　５ｍＬ","47","1","ﾋﾌﾃﾞｭﾗﾊｲｺﾞｳﾋｶﾁｭｳｼﾘﾝｼ","筒","Y"
"630010001","15","薬剤料減点（合算薬剤料上限超）","0","0","ﾔｸｻﾞｲﾘﾖｳｹﾞﾝﾃﾝ","","Y"
"630010002","18","薬剤料逓減（９０／１００）（内服薬）","0","0","ﾔｸｻﾞｲﾘﾖｳﾃｲｹﾞﾝ","","Y"
"630010004","10","包括点数の治験減点分","0","0","ﾎｳｶﾂﾃﾝｽｳﾉﾁｹﾝｹﾞﾝﾃﾝﾌﾞﾝ","","Y"
"630010005","23","薬剤料逓減（８０／１００）（向精神薬多剤投与）","0","0","ﾔｸｻﾞｲﾘﾖｳﾃｲｹﾞﾝ","","Y"
"630010006","31","薬剤料逓減（４０／１００）（紹介率が低い大病院３０日以上投薬）","0","0","ﾔｸｻﾞｲﾘﾖｳﾃｲｹﾞﾝ","","Y"
"630010007","16","薬剤料減点（貼付剤薬剤料上限超）","0","0","ﾔｸｻﾞｲﾘﾖｳｹﾞﾝﾃﾝ","","Y"
"630010011","7","薬評（内用薬）","0","0","ﾔｸﾋｮｳﾅｲﾖｳﾔｸ","","Y"
"630010012","7","薬評（注射薬）","0","0","ﾔｸﾋｮｳﾁｭｳｼｬﾔｸ","","Y"
"630010013","7","薬評（外用薬）","0","0","ﾔｸﾋｮｳｶﾞｲﾖｳﾔｸ","","Y"
"630010021","23","キシロカインポンプスプレー８％（ＯＡ１～２歯）","0","0","ｷｼﾛｶｲﾝﾎﾟﾝﾌﾟｽﾌﾟﾚｰ8%OA","","Y"
"630010022","23","キシロカインポンプスプレー８％（ＯＡ１／３顎）","0","0","ｷｼﾛｶｲﾝﾎﾟﾝﾌﾟｽﾌﾟﾚｰ8%OA","","Y"
"630010023","18","ネオザロカインパスタ（ＯＡ１～２歯）","0","0","ﾈｵｻﾞﾛｶｲﾝﾊﾟｽﾀOA1ｶﾗ2ｼ","","Y"
"630010024","18","ネオザロカインパスタ（ＯＡ１／３顎）","0","0","ﾈｵｻﾞﾛｶｲﾝﾊﾟｽﾀOA1/3ｶﾞｸ","","Y"
"630010027","18","プロネスパスタアロマ（ＯＡ１～２歯）","0","0","ﾌﾟﾛﾈｽﾊﾟｽﾀｱﾛﾏOA1ｶﾗ2ｼ","","Y"
"630010028","18","プロネスパスタアロマ（ＯＡ１／３顎）","0","0","ﾌﾟﾛﾈｽﾊﾟｽﾀｱﾛﾏOA1/3ｶﾞｸ","","Y"
"630010029","21","ハリケインゲル歯科用２０％（ＯＡ１～２歯）","0","0","ﾊﾘｹｲﾝｹﾞﾙｼｶﾖｳ20%OA1ｶﾗ","","Y"
"630010030","21","ハリケインゲル歯科用２０％（ＯＡ１／３顎）","0","0","ﾊﾘｹｲﾝｹﾞﾙｼｶﾖｳ20%OA1/3","","Y"
"630010031","23","ハリケインリキッド歯科用２０％（ＯＡ１～２歯）","0","0","ﾊﾘｹｲﾝﾘｷｯﾄﾞｼｶﾖｳ20%OA1","","Y"
"630010032","23","ハリケインリキッド歯科用２０％（ＯＡ１／３顎）","0","0","ﾊﾘｹｲﾝﾘｷｯﾄﾞｼｶﾖｳ20%OA1","","Y"
"630010033","23","ビーゾカイン歯科用ゼリー２０％（ＯＡ１～２歯）","0","0","ﾋﾞｰｿﾞｶｲﾝｼｶﾖｳｾﾞﾘｰ20%O","","Y"
"630010034","23","ビーゾカイン歯科用ゼリー２０％（ＯＡ１／３顎）","0","0","ﾋﾞｰｿﾞｶｲﾝｼｶﾖｳｾﾞﾘｰ20%O","","Y"
"630010035","13","歯科用ＴＤゼット液（１歯）","0","0","ｼｶﾖｳTDｾﾞｯﾄｴｷ1ｼ","","Y"
"630010036","16","歯科用ＴＤゼット・ゼリー（１歯）","0","0","ｼｶﾖｳTDｾﾞｯﾄｾﾞﾘｰ1ｼ","","Y"
"630010040","21","アフタゾロン口腔用軟膏０．１％（１／３顎）","0","0","ｱﾌﾀｿﾞﾛﾝｺｳｸｳﾖｳﾅﾝｺｳ0.1","","Y"
"630010041","21","アフタゾロン口腔用軟膏０．１％（２／３顎）","0","0","ｱﾌﾀｿﾞﾛﾝｺｳｸｳﾖｳﾅﾝｺｳ0.1","","Y"
"630010042","19","アフタゾロン口腔用軟膏０．１％（１顎）","0","0","ｱﾌﾀｿﾞﾛﾝｺｳｸｳﾖｳﾅﾝｺｳ0.1","","Y"
"630010046","14","ヒノポロン口腔用軟膏（１歯）","0","0","ﾋﾉﾎﾟﾛﾝｺｳｸｳﾖｳﾅﾝｺｳ1ｼ","","Y"
"630010047","16","ヒノポロン口腔用軟膏（１／３顎）","0","0","ﾋﾉﾎﾟﾛﾝｺｳｸｳﾖｳﾅﾝｺｳ1/3ｶ","","Y"
"630010048","16","ヒノポロン口腔用軟膏（２／３顎）","0","0","ﾋﾉﾎﾟﾛﾝｺｳｸｳﾖｳﾅﾝｺｳ2/3ｶ","","Y"
"630010049","14","ヒノポロン口腔用軟膏（１顎）","0","0","ﾋﾉﾎﾟﾛﾝｺｳｸｳﾖｳﾅﾝｺｳ1ｶﾞｸ","","Y"
"630010058","14","テラ・コートリル軟膏（１歯）","0","0","ﾃﾗｺｰﾄﾘﾙﾅﾝｺｳ1ｼ","","Y"
"630010059","16","テラ・コートリル軟膏（１／３顎）","0","0","ﾃﾗｺｰﾄﾘﾙﾅﾝｺｳ1/3ｶﾞｸ","","Y"
"630010060","16","テラ・コートリル軟膏（２／３顎）","0","0","ﾃﾗｺｰﾄﾘﾙﾅﾝｺｳ2/3ｶﾞｸ","","Y"
"630010061","14","テラ・コートリル軟膏（１顎）","0","0","ﾃﾗｺｰﾄﾘﾙﾅﾝｺｳ1ｶﾞｸ","","Y"
"630010070","8","ＯＡ（１～２歯）","0","0","OA1ｶﾗ2ｼ","","Y"
"630010071","8","ＯＡ（１／３顎）","0","0","OA1/3ｶﾞｸ","","Y"
"630010076","24","テトラサイクリン・プレステロン歯科用軟膏（１歯）","0","0","ﾃﾄﾗｻｲｸﾘﾝﾌﾟﾚｽﾃﾛﾝｼｶﾖｳﾅ","","Y"
"630010077","26","テトラサイクリン・プレステロン歯科用軟膏（１／３顎）","0","0","ﾃﾄﾗｻｲｸﾘﾝﾌﾟﾚｽﾃﾛﾝｼｶﾖｳﾅ","","Y"
"630010078","26","テトラサイクリン・プレステロン歯科用軟膏（２／３顎）","0","0","ﾃﾄﾗｻｲｸﾘﾝﾌﾟﾚｽﾃﾛﾝｼｶﾖｳﾅ","","Y"
"630010079","24","テトラサイクリン・プレステロン歯科用軟膏（１顎）","0","0","ﾃﾄﾗｻｲｸﾘﾝﾌﾟﾚｽﾃﾛﾝｼｶﾖｳﾅ","","Y"
"630010080","27","サージカルパック口腔用　散剤（液剤を含む）（１／３顎）","0","0","ｻｰｼﾞｶﾙﾊﾟｯｸｺｳｸｳﾖｳ","","Y"
"630010081","19","ジンジカインゲル２０％（ＯＡ１～２歯）","0","0","ｼﾞﾝｼﾞｶｲﾝｹﾞﾙ20%OA1ｶﾗ2","","Y"
"630010082","19","ジンジカインゲル２０％（ＯＡ１／３顎）","0","0","ｼﾞﾝｼﾞｶｲﾝｹﾞﾙ20%OA1/3ｶ","","Y"
"630010083","21","オルテクサー口腔用軟膏０．１％（１／３顎）","0","0","ｵﾙﾃｸｻｰｺｳｸｳﾖｳﾅﾝｺｳ0.1%","","Y"
"630010084","21","オルテクサー口腔用軟膏０．１％（２／３顎）","0","0","ｵﾙﾃｸｻｰｺｳｸｳﾖｳﾅﾝｺｳ0.1%","","Y"
"630010085","19","オルテクサー口腔用軟膏０．１％（１顎）","0","0","ｵﾙﾃｸｻｰｺｳｸｳﾖｳﾅﾝｺｳ0.1%","","Y"
"630010086","27","デキサメタゾン口腔用軟膏０．１％「日医工」（１／３顎）","0","0","ﾃﾞｷｻﾒﾀｿﾞﾝｺｳｸｳﾖｳﾅﾝｺｳ0","","Y"
"630010087","27","デキサメタゾン口腔用軟膏０．１％「日医工」（２／３顎）","0","0","ﾃﾞｷｻﾒﾀｿﾞﾝｺｳｸｳﾖｳﾅﾝｺｳ0","","Y"
"630010088","25","デキサメタゾン口腔用軟膏０．１％「日医工」（１顎）","0","0","ﾃﾞｷｻﾒﾀｿﾞﾝｺｳｸｳﾖｳﾅﾝｺｳ0","","Y"
"630011001","24","フォルテオ皮下注キット６００μｇ　２０μｇ１回分","24","2","ﾌｫﾙﾃｵﾋｶﾁｭｳｷｯﾄ600ﾏｲｸﾛ","回分","Y"
"630011002","32","テリパラチドＢＳ皮下注キット６００μｇ「モチダ」　２０μｇ１回分","24","2","ﾃﾘﾊﾟﾗﾁﾄﾞBSﾋｶﾁｭｳｷｯﾄ60","回分","Y"
"632923201","30","オスタバロ皮下注カートリッジ１．５ｍｇ　０．７５ｍＬ　１回分","24","2","ｵｽﾀﾊﾞﾛﾋｶﾁｭｳｶｰﾄﾘｯｼﾞ1.","回分","Y"
"640406034","12","大塚生食注ＴＮ　５０ｍＬ","51","3","ｵｵﾂｶｾｲｼｮｸﾁｭｳTN","キット","Y"
"640406035","13","大塚糖液５％ＴＮ　５０ｍＬ","51","3","ｵｵﾂｶﾄｳｴｷ5%TN","キット","Y"
"640406123","16","テクネＭＤＰ注射液　７４０ＭＢｑ","47","1","ﾃｸﾈMDPﾁｭｳｼｬｴｷ","筒","Y"
"640406230","17","ウロミテキサン注１００ｍｇ　１ｍＬ","22","1","ｳﾛﾐﾃｷｻﾝﾁｭｳ100MG","管","Y"
"640406231","17","ウロミテキサン注４００ｍｇ　４ｍＬ","22","1","ｳﾛﾐﾃｷｻﾝﾁｭｳ400MG","管","Y"
"640406232","18","ソマゾン注射用１０ｍｇ　（溶解液付）","19","1","ｿﾏｿﾞﾝﾁｭｳｼｬﾖｳ10MG","瓶","Y"
"640407007","18","ハンプ注射用１０００　１，０００μｇ","19","1","ﾊﾝﾌﾟﾁｭｳｼｬﾖｳ1000","瓶","Y"
"640407022","16","モルヒネ塩酸塩注射液　１％５ｍＬ","22","1","ﾓﾙﾋﾈｴﾝｻﾝｴﾝﾁｭｳｼｬｴｷ","管","Y"
"640407023","13","５％糖液キットＨ　５０ｍＬ","51","3","5%ﾄｳｴｷｷｯﾄH","キット","Y"
"640407024","14","５％糖液キットＨ　１００ｍＬ","51","3","5%ﾄｳｴｷｷｯﾄH","キット","Y"
"640407031","18","ヘルベッサー注射用２５０　２５０ｍｇ","19","1","ﾍﾙﾍﾞｯｻｰﾁｭｳｼｬﾖｳ250","瓶","Y"
"640407051","14","生食溶解液キットＨ　５０ｍＬ","51","3","ｾｲｼｮｸﾖｳｶｲｴｷｷｯﾄH","キット","Y"
"640407056","11","テルモ生食　２５０ｍＬ","20","1","ﾃﾙﾓｾｲｼｮｸ","袋","Y"
